,review_title,review_stars,review_date,review_body
153,"Great for the price, but not for your “main” light",4.0 out of 5 stars,"on February 6, 2018","Considering how little it costs for two of them, they are well built and very bright.  The issue is with the switch logic.  There is a single switch that turns it on/off (hard press) and changes the mode (half press).  The problem is that each time you turn it on, it switches to the next mode.  So if you are using it in “high” and turn it off, you will get “strobe” next time.  Not a deal breaker, but annoying.Again, great buy to throw in a drawer, but look elsewhere for something to carry every day."
154,Five Stars,5.0 out of 5 stars,"on February 6, 2018","I bought these as christmas gifts for my employees, it went over very well"
155,Great flashlights for the price.,5.0 out of 5 stars,"on February 6, 2018","I loved these Rockbird flashlights. I already have these flashlights for over a year, and they still work wonderfully. I lived in Florida and they came in handy when we got hit with hurricane Irma."
156,"Excellent value, sturdy flashlight that can handle some abuse",5.0 out of 5 stars,"on February 5, 2018","Excellent value, sturdy flashlight that can handle some abuse.  We use them on overnight aircraft cleaning inspections in commercial airports.  Units we purchased over a year ago are still functioning, and they are used 365 days per year."
157,I I did not like the flashlight because the on and off switch quit ...,1.0 out of 5 stars,"on February 5, 2018",I I did not like the flashlight because the on and off switch quit working within the day. Both of them the switch quit working . Otherwise it's in the junk pile I did like how well it's through a beam of light out and you could do it but not working
158,Perfect size and very bright,5.0 out of 5 stars,"on February 3, 2018",Got it for my granddaughter camping trip. Small size which was great and very bright light.
159,This little lights are awesome!,5.0 out of 5 stars,"on February 3, 2018","These are my favorite! Very bright, compact, and zoomable. Plus they come in 2 pack. One for the car, and one for home. These are awesome for their price."
160,One Star,1.0 out of 5 stars,"on February 2, 2018",terrible！！！
161,Small size and great light output,5.0 out of 5 stars,"on January 30, 2018",Small size and great light output. Battery last long time. Only takes one AA.
162,Two Stars,2.0 out of 5 stars,"on January 29, 2018",they stop working!!!!
163,Great small flashlight!,4.0 out of 5 stars,"on January 27, 2018",The best thing on this phone is that it is sturdy and operates on one AA battery.  I don't dislike anything about this phone.
164,Five Stars,5.0 out of 5 stars,"on January 27, 2018",BRIGHT! (and small)
165,Two Stars,2.0 out of 5 stars,"on January 26, 2018",Not as bright as i thought it would be
166,Uhh,3.0 out of 5 stars,"on January 25, 2018",These lights seem to have issues after a little use but as to be expected from a low priced light. It’s good as a light for the kids or in a tool box but don’t plan on performance.
167,Three Stars,3.0 out of 5 stars,"on January 20, 2018",GREAT LITTLE FLASH LITE
168,... a long time of carrying these disappointments I am glad to say I can buy a new flash light,2.0 out of 5 stars,"on January 18, 2018",After a long time of carrying these disappointments I am glad to say I can buy a new flash light. They are okay for throw away flash lights but they are very undependable and aren't really worth keeping for more than a week. I run a small business that requires me to constantly use a flash light and I bought these as a test run. After about a week they started going in and out. I replaced the batteries and still it only worked about 45% of the time. I'm not a picky person but these had a pretty bad short in their switch so I just kept them in a drawer and used them intermittently. Glad to say though they are finally dead as a door nail and I can replace them with something a lot better.
169,NO BATTERIES,3.0 out of 5 stars,"on January 18, 2018",Guess I should have read closer. Doesn't come with a battery. Then I had to go back to the description to find out what size battery to use as there were no instructions in the box. This is the 1st time I have purchased flashlights from Amazon and they didn't come with the batteries.
170,love it!,5.0 out of 5 stars,"on January 17, 2018",Compact  & bright!! love it!
171,Nice little lights cheap with adjustable beam,5.0 out of 5 stars,"on January 17, 2018",Nice little lights cheap with adjustable beam. Using standard AA battery. Fits in front pocket so u always have it. solid built
172,Just ok,3.0 out of 5 stars,"on January 17, 2018",U get what u pay for
173,"Powerful, tough, inexpensive",5.0 out of 5 stars,"on January 17, 2018","GREAT little flashlights!  Powerful, tough, inexpensive.  Strongly recommend!"
174,I have had excellent service life from other LED merchants,1.0 out of 5 stars,"on January 16, 2018",BOTH flash lights stopped operating in less than a week!  I have had excellent service life from other LED merchants.  No excusefor such dismal performance.  Steven Belaus
175,Five Stars,5.0 out of 5 stars,"on January 16, 2018",Amazing flashlights. They need only one AA battery. Very bright.
176,won't turn off) but the other is just fine.,3.0 out of 5 stars,"on January 16, 2018","one was broken (button turns on, selects through modes, won't turn off) but the other is just fine."
177,Three Stars,3.0 out of 5 stars,"on January 14, 2018",Good buy for the price but are not as bright as other flashlights on this site
178,Five Stars,5.0 out of 5 stars,"on January 14, 2018",Work great and worth the money.
179,"Small, cheap flashlights but thats what we paid for, right?",4.0 out of 5 stars,"on January 14, 2018",Super cheap. These are kind of our tiny emergency flashlights so I wasn't expecting a big sturdy flashlight. These are barely bigger than chapstick and are not that easy to put batteries in. They work but I wouldn't buy again.
180,Five Stars,5.0 out of 5 stars,"on January 13, 2018",5.0 out of 5 stars
181,Five Stars,5.0 out of 5 stars,"on January 13, 2018",5.0 out of 5 stars
182,Four Stars,4.0 out of 5 stars,"on January 12, 2018",4.0 out of 5 stars
183,Works great and even survived a hand washing submerged in water,4.0 out of 5 stars,"on January 12, 2018",4.0 out of 5 stars
184,Five Stars,5.0 out of 5 stars,"on January 11, 2018",5.0 out of 5 stars
185,Uses focused beam rather than bright LEDs,2.0 out of 5 stars,"on January 10, 2018",2.0 out of 5 stars
186,One Star,1.0 out of 5 stars,"on January 10, 2018",1.0 out of 5 stars
187,Total JUNK!,1.0 out of 5 stars,"on January 9, 2018",1.0 out of 5 stars
188,You will not be disappointed with these flash lights,4.0 out of 5 stars,"on January 9, 2018",4.0 out of 5 stars
189,Four Stars,4.0 out of 5 stars,"on January 9, 2018",4.0 out of 5 stars
190,You get what you pay for.,2.0 out of 5 stars,"on January 8, 2018",very cheap. Light does not go very far in dark. You get what you pay for. Fast shipment.
191,"Big light, little package",5.0 out of 5 stars,"on January 8, 2018",Great bang for the buck. It provides a lot of light for a product so small.
192,Dissapointed.  300lumen is not as bright at I would have liked.  Doesnt come with battery or lanyard.,3.0 out of 5 stars,"on January 7, 2018",Dissapointed.  300lumen is not as bright at I would have liked.  Doesnt come with battery or lanyard.
193,Super bright!,5.0 out of 5 stars,"on January 7, 2018","Nice quality build, adjustable hot Zone for the light, can zoom in and zoom out, they are bright for using 1 AA battery!I received this item on discount for my non bias opinion."
194,Dropped it one time from about 3ft on to dirt ...,2.0 out of 5 stars,"on January 7, 2018",Dropped it one time from about 3ft on to dirt and the piece that focuses the light broke. Will not buy these ever again
195,Five Stars,5.0 out of 5 stars,"on January 7, 2018","pleased with purchase, just as described"
196,These flashlights are AWESOME!!,5.0 out of 5 stars,"on January 6, 2018","These flashlights are AWESOME!!! They are very compact and do the job they need to do. They are great for around the house. Keep one in the car in case you break down. They have that neat flashing feature to warn other motorists. Take one with you while you are out walking or while you are out with your pets. The little pocket clip is a bonus. I think for the money and the size, this is the best flashlight I've ever bought."
197,"So good looking, durable and bright!!",5.0 out of 5 stars,"on January 6, 2018","I love them!! OMG they look so cool and are so bright!!! I was checking the tires a few days ago and suddenly the whole ""neighborhood"" went visible! lol..Awesome design and I love how durable they are!I'll definitely recommend to my everyone I know.."
